"","vector","type","label","units","parent_vector","aggregation","details"
"474","v_CA16_500","Total","3 or more children","Number","v_CA16_497","Additive","CA 2016 Census; 100% data; Census Families; Census Family Children; Total - Lone-parent census families in private households - 100% data; 3 or more children"
"475","v_CA16_501","Total","Total - Persons not in census families in private households - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Census Families; Total - Persons not in census families in private households - 100% data"
"476","v_CA16_502","Male","Total - Persons not in census families in private households - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Census Families; Total - Persons not in census families in private households - 100% data"
"477","v_CA16_503","Female","Total - Persons not in census families in private households - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Census Families; Total - Persons not in census families in private households - 100% data"
"478","v_CA16_504","Total","Total - Private households by household type - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Census Families; Total - Private households by household type - 100% data"
"479","v_CA16_505","Total","One-census-family households","Number","v_CA16_504","Additive","CA 2016 Census; 100% data; Census Families; Total - Private households by household type - 100% data; One-census-family households"
"480","v_CA16_506","Total","Without children in a census family","Number","v_CA16_505","Additive","CA 2016 Census; 100% data; Census Families; Total - Private households by household type - 100% data; One-census-family households; Without children in a census family"
"481","v_CA16_507","Total","With children in a census family","Number","v_CA16_505","Additive","CA 2016 Census; 100% data; Census Families; Total - Private households by household type - 100% data; One-census-family households; With children in a census family"
"482","v_CA16_508","Total","Multiple-census-family households","Number","v_CA16_504","Additive","CA 2016 Census; 100% data; Census Families; Total - Private households by household type - 100% data; Multiple-census-family households"
"483","v_CA16_509","Total","Non-census-family households","Number","v_CA16_504","Additive","CA 2016 Census; 100% data; Census Families; Total - Private households by household type - 100% data; Non-census-family households"
"484","v_CA16_510","Total","One-person households","Number","v_CA16_509","Additive","CA 2016 Census; 100% data; Census Families; Total - Private households by household type - 100% data; Non-census-family households; One-person households"
"485","v_CA16_511","Total","Two-or-more person non-census-family households","Number","v_CA16_509","Additive","CA 2016 Census; 100% data; Census Families; Total - Private households by household type - 100% data; Non-census-family households; Two-or-more person non-census-family households"
"486","v_CA16_512","Total","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data"
"487","v_CA16_513","Male","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data"
"488","v_CA16_514","Female","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data"
"489","v_CA16_515","Total","English only","Number","v_CA16_512","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; English only"
"490","v_CA16_516","Male","English only","Number","v_CA16_513","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; English only"
"491","v_CA16_517","Female","English only","Number","v_CA16_514","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; English only"
"492","v_CA16_518","Total","French only","Number","v_CA16_512","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; French only"
"493","v_CA16_519","Male","French only","Number","v_CA16_513","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; French only"
"494","v_CA16_520","Female","French only","Number","v_CA16_514","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; French only"
"495","v_CA16_521","Total","English and French","Number","v_CA16_512","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; English and French"
"496","v_CA16_522","Male","English and French","Number","v_CA16_513","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; English and French"
"497","v_CA16_523","Female","English and French","Number","v_CA16_514","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; English and French"
"498","v_CA16_524","Total","Neither English nor French","Number","v_CA16_512","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; Neither English nor French"
"499","v_CA16_525","Male","Neither English nor French","Number","v_CA16_513","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; Neither English nor French"
"500","v_CA16_526","Female","Neither English nor French","Number","v_CA16_514","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - Knowledge of official languages for the total population excluding institutional residents - 100% data; Neither English nor French"
"501","v_CA16_527","Total","Total - First official language spoken for the total population excluding institutional residents - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data"
"502","v_CA16_528","Male","Total - First official language spoken for the total population excluding institutional residents - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data"
"503","v_CA16_529","Female","Total - First official language spoken for the total population excluding institutional residents - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data"
"504","v_CA16_530","Total","English","Number","v_CA16_527","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; English"
"505","v_CA16_531","Male","English","Number","v_CA16_528","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; English"
"506","v_CA16_532","Female","English","Number","v_CA16_529","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; English"
"507","v_CA16_533","Total","French","Number","v_CA16_527","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; French"
"508","v_CA16_534","Male","French","Number","v_CA16_528","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; French"
"509","v_CA16_535","Female","French","Number","v_CA16_529","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; French"
"510","v_CA16_536","Total","English and French","Number","v_CA16_527","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; English and French"
"511","v_CA16_537","Male","English and French","Number","v_CA16_528","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; English and French"
"512","v_CA16_538","Female","English and French","Number","v_CA16_529","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; English and French"
"513","v_CA16_539","Total","Neither English nor French","Number","v_CA16_527","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; Neither English nor French"
"514","v_CA16_540","Male","Neither English nor French","Number","v_CA16_528","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; Neither English nor French"
"515","v_CA16_541","Female","Neither English nor French","Number","v_CA16_529","Additive","CA 2016 Census; 100% data; Language; Official Language; Total - First official language spoken for the total population excluding institutional residents - 100% data; Neither English nor French"
"516","v_CA16_542","Total","Official language minority (number)","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Official Language; Official language minority; Official language minority (number)"
"517","v_CA16_543","Male","Official language minority (number)","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Official Language; Official language minority; Official language minority (number)"
"518","v_CA16_544","Female","Official language minority (number)","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Official Language; Official language minority; Official language minority (number)"
"519","v_CA16_545","Total","Official language minority (percentage)","Percentage (0-100)",NA,"Average of v_CA16_530","CA 2016 Census; 100% data; Language; Official Language; Official language minority; Official language minority (percentage)"
"520","v_CA16_546","Male","Official language minority (percentage)","Percentage (0-100)",NA,"Average of v_CA16_531","CA 2016 Census; 100% data; Language; Official Language; Official language minority; Official language minority (percentage)"
"521","v_CA16_547","Female","Official language minority (percentage)","Percentage (0-100)",NA,"Average of v_CA16_532","CA 2016 Census; 100% data; Language; Official Language; Official language minority; Official language minority (percentage)"
"522","v_CA16_548","Total","Total - Mother tongue for the total population excluding institutional residents - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data"
"523","v_CA16_549","Male","Total - Mother tongue for the total population excluding institutional residents - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data"
"524","v_CA16_550","Female","Total - Mother tongue for the total population excluding institutional residents - 100% data","Number",NA,"Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data"
"525","v_CA16_551","Total","Single responses","Number","v_CA16_548","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses"
"526","v_CA16_552","Male","Single responses","Number","v_CA16_549","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses"
"527","v_CA16_553","Female","Single responses","Number","v_CA16_550","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses"
"528","v_CA16_554","Total","Official languages","Number","v_CA16_551","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Official languages"
"529","v_CA16_555","Male","Official languages","Number","v_CA16_552","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Official languages"
"530","v_CA16_556","Female","Official languages","Number","v_CA16_553","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Official languages"
"531","v_CA16_557","Total","English","Number","v_CA16_554","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Official languages; English"
"532","v_CA16_558","Male","English","Number","v_CA16_555","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Official languages; English"
"533","v_CA16_559","Female","English","Number","v_CA16_556","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Official languages; English"
"534","v_CA16_560","Total","French","Number","v_CA16_554","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Official languages; French"
"535","v_CA16_561","Male","French","Number","v_CA16_555","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Official languages; French"
"536","v_CA16_562","Female","French","Number","v_CA16_556","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Official languages; French"
"537","v_CA16_563","Total","Non-official languages","Number","v_CA16_551","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages"
"538","v_CA16_564","Male","Non-official languages","Number","v_CA16_552","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages"
"539","v_CA16_565","Female","Non-official languages","Number","v_CA16_553","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages"
"540","v_CA16_566","Total","Aboriginal languages","Number","v_CA16_563","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages"
"541","v_CA16_567","Male","Aboriginal languages","Number","v_CA16_564","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages"
"542","v_CA16_568","Female","Aboriginal languages","Number","v_CA16_565","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages"
"543","v_CA16_569","Total","Algonquian languages","Number","v_CA16_566","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages"
"544","v_CA16_570","Male","Algonquian languages","Number","v_CA16_567","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages"
"545","v_CA16_571","Female","Algonquian languages","Number","v_CA16_568","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages"
"546","v_CA16_572","Total","Blackfoot","Number","v_CA16_569","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Blackfoot"
"547","v_CA16_573","Male","Blackfoot","Number","v_CA16_570","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Blackfoot"
"548","v_CA16_574","Female","Blackfoot","Number","v_CA16_571","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Blackfoot"
"549","v_CA16_575","Total","Cree-Montagnais languages","Number","v_CA16_569","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages"
"550","v_CA16_576","Male","Cree-Montagnais languages","Number","v_CA16_570","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages"
"551","v_CA16_577","Female","Cree-Montagnais languages","Number","v_CA16_571","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages"
"552","v_CA16_578","Total","Atikamekw","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Atikamekw"
"553","v_CA16_579","Male","Atikamekw","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Atikamekw"
"554","v_CA16_580","Female","Atikamekw","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Atikamekw"
"555","v_CA16_581","Total","Montagnais (Innu)","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Montagnais (Innu)"
"556","v_CA16_582","Male","Montagnais (Innu)","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Montagnais (Innu)"
"557","v_CA16_583","Female","Montagnais (Innu)","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Montagnais (Innu)"
"558","v_CA16_584","Total","Moose Cree","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Moose Cree"
"559","v_CA16_585","Male","Moose Cree","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Moose Cree"
"560","v_CA16_586","Female","Moose Cree","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Moose Cree"
"561","v_CA16_587","Total","Naskapi","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Naskapi"
"562","v_CA16_588","Male","Naskapi","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Naskapi"
"563","v_CA16_589","Female","Naskapi","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Naskapi"
"564","v_CA16_590","Total","Northern East Cree","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Northern East Cree"
"565","v_CA16_591","Male","Northern East Cree","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Northern East Cree"
"566","v_CA16_592","Female","Northern East Cree","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Northern East Cree"
"567","v_CA16_593","Total","Plains Cree","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Plains Cree"
"568","v_CA16_594","Male","Plains Cree","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Plains Cree"
"569","v_CA16_595","Female","Plains Cree","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Plains Cree"
"570","v_CA16_596","Total","Southern East Cree","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Southern East Cree"
"571","v_CA16_597","Male","Southern East Cree","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Southern East Cree"
"572","v_CA16_598","Female","Southern East Cree","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Southern East Cree"
"573","v_CA16_599","Total","Swampy Cree","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Swampy Cree"
"574","v_CA16_600","Male","Swampy Cree","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Swampy Cree"
"575","v_CA16_601","Female","Swampy Cree","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Swampy Cree"
"576","v_CA16_602","Total","Woods Cree","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Woods Cree"
"577","v_CA16_603","Male","Woods Cree","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Woods Cree"
"578","v_CA16_604","Female","Woods Cree","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Woods Cree"
"579","v_CA16_605","Total","Cree, n.o.s.","Number","v_CA16_575","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Cree, n.o.s."
"580","v_CA16_606","Male","Cree, n.o.s.","Number","v_CA16_576","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Cree, n.o.s."
"581","v_CA16_607","Female","Cree, n.o.s.","Number","v_CA16_577","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Cree-Montagnais languages; Cree, n.o.s."
"582","v_CA16_608","Total","Eastern Algonquian languages","Number","v_CA16_569","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Eastern Algonquian languages"
"583","v_CA16_609","Male","Eastern Algonquian languages","Number","v_CA16_570","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Eastern Algonquian languages"
"584","v_CA16_610","Female","Eastern Algonquian languages","Number","v_CA16_571","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Eastern Algonquian languages"
"585","v_CA16_611","Total","Malecite","Number","v_CA16_608","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Eastern Algonquian languages; Malecite"
"586","v_CA16_612","Male","Malecite","Number","v_CA16_609","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Eastern Algonquian languages; Malecite"
"587","v_CA16_613","Female","Malecite","Number","v_CA16_610","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Eastern Algonquian languages; Malecite"
"588","v_CA16_614","Total","Mi'kmaq","Number","v_CA16_608","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Eastern Algonquian languages; Mi'kmaq"
"589","v_CA16_615","Male","Mi'kmaq","Number","v_CA16_609","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Eastern Algonquian languages; Mi'kmaq"
"590","v_CA16_616","Female","Mi'kmaq","Number","v_CA16_610","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Eastern Algonquian languages; Mi'kmaq"
"591","v_CA16_617","Total","Ojibway-Potawatomi languages","Number","v_CA16_569","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages"
"592","v_CA16_618","Male","Ojibway-Potawatomi languages","Number","v_CA16_570","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages"
"593","v_CA16_619","Female","Ojibway-Potawatomi languages","Number","v_CA16_571","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages"
"594","v_CA16_620","Total","Algonquin","Number","v_CA16_617","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages; Algonquin"
"595","v_CA16_621","Male","Algonquin","Number","v_CA16_618","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages; Algonquin"
"596","v_CA16_622","Female","Algonquin","Number","v_CA16_619","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages; Algonquin"
"597","v_CA16_623","Total","Ojibway","Number","v_CA16_617","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages; Ojibway"
"598","v_CA16_624","Male","Ojibway","Number","v_CA16_618","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages; Ojibway"
"599","v_CA16_625","Female","Ojibway","Number","v_CA16_619","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages; Ojibway"
"600","v_CA16_626","Total","Oji-Cree","Number","v_CA16_617","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages; Oji-Cree"
"601","v_CA16_627","Male","Oji-Cree","Number","v_CA16_618","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages; Oji-Cree"
"602","v_CA16_628","Female","Oji-Cree","Number","v_CA16_619","Additive","CA 2016 Census; 100% data; Language; Total - Mother tongue for the total population excluding institutional residents - 100% data; Single responses; Non-official languages; Aboriginal languages; Algonquian languages; Ojibway-Potawatomi languages; Oji-Cree"
