,vector,type,label,units,parent_vector,aggregation,details
570,v_CA1996_750,Total,Bulgarian - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Bulgarian - Total responses
571,v_CA1996_753,Total,Guatemalan - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Guatemalan - Total responses
572,v_CA1996_756,Total,Bangladeshi - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Bangladeshi - Total responses
573,v_CA1996_759,Total,Taiwanese - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Taiwanese - Total responses
574,v_CA1996_762,Total,Colombian - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Colombian - Total responses
575,v_CA1996_765,Total,Eritrean - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Eritrean - Total responses
576,v_CA1996_768,Total,Fijian - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Fijian - Total responses
577,v_CA1996_771,Total,Ecuadorian - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Ecuadorian - Total responses
578,v_CA1996_774,Total,Algerian - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Algerian - Total responses
579,v_CA1996_777,Total,Nigerian - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Nigerian - Total responses
580,v_CA1996_780,Total,Hispanic - Total responses,Number,v_CA1996_480,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population by ethnic origin (single and multiple responses); Hispanic - Total responses
581,v_CA1996_481,Total,Total population - Single responses,Number,NA,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses
582,v_CA1996_484,Total,Canadian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Canadian - Single responses
583,v_CA1996_487,Total,French - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; French - Single responses
584,v_CA1996_490,Total,English - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; English - Single responses
585,v_CA1996_493,Total,Chinese - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Chinese - Single responses
586,v_CA1996_496,Total,Italian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Italian - Single responses
587,v_CA1996_499,Total,German - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; German - Single responses
588,v_CA1996_502,Total,Scottish - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Scottish - Single responses
589,v_CA1996_505,Total,Irish - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Irish - Single responses
590,v_CA1996_508,Total,East Indian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; East Indian - Single responses
591,v_CA1996_511,Total,North American Indian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; North American Indian - Single responses
592,v_CA1996_514,Total,Ukrainian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Ukrainian - Single responses
593,v_CA1996_517,Total,Dutch (Netherlands) - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Dutch (Netherlands) - Single responses
594,v_CA1996_520,Total,Polish - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Polish - Single responses
595,v_CA1996_523,Total,Portuguese - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Portuguese - Single responses
596,v_CA1996_526,Total,Filipino - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Filipino - Single responses
597,v_CA1996_529,Total,Jewish - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Jewish - Single responses
598,v_CA1996_532,Total,Greek - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Greek - Single responses
599,v_CA1996_535,Total,Jamaican - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Jamaican - Single responses
600,v_CA1996_538,Total,Vietnamese - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Vietnamese - Single responses
601,v_CA1996_541,Total,Hungarian (Magyar) - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Hungarian (Magyar) - Single responses
602,v_CA1996_544,Total,Lebanese - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Lebanese - Single responses
603,v_CA1996_547,Total,Spanish - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Spanish - Single responses
604,v_CA1996_550,Total,Haitian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Haitian - Single responses
605,v_CA1996_553,Total,Korean - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Korean - Single responses
606,v_CA1996_556,Total,Québécois - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Québécois - Single responses
607,v_CA1996_559,Total,Croatian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Croatian - Single responses
608,v_CA1996_562,Total,Iranian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Iranian - Single responses
609,v_CA1996_565,Total,Japanese - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Japanese - Single responses
610,v_CA1996_568,Total,Métis - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Métis - Single responses
611,v_CA1996_571,Total,Norwegian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Norwegian - Single responses
612,v_CA1996_574,Total,Russian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Russian - Single responses
613,v_CA1996_577,Total,"British, n.i.e. - Single responses",Number,v_CA1996_481,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; British, n.i.e. - Single responses"
614,v_CA1996_580,Total,Romanian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Romanian - Single responses
615,v_CA1996_583,Total,Danish - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Danish - Single responses
616,v_CA1996_586,Total,Finnish - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Finnish - Single responses
617,v_CA1996_589,Total,Inuit - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Inuit - Single responses
618,v_CA1996_592,Total,"Arab, n.i.e. - Single responses",Number,v_CA1996_481,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Arab, n.i.e. - Single responses"
619,v_CA1996_595,Total,Sri Lankan - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Sri Lankan - Single responses
620,v_CA1996_598,Total,Belgian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Belgian - Single responses
621,v_CA1996_601,Total,West Indian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; West Indian - Single responses
622,v_CA1996_604,Total,Swedish - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Swedish - Single responses
623,v_CA1996_607,Total,Punjabi - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Punjabi - Single responses
624,v_CA1996_610,Total,"African (Black), n.i.e. - Single responses",Number,v_CA1996_481,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; African (Black), n.i.e. - Single responses"
625,v_CA1996_613,Total,Serbian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Serbian - Single responses
626,v_CA1996_616,Total,Somali - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Somali - Single responses
627,v_CA1996_619,Total,Austrian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Austrian - Single responses
628,v_CA1996_622,Total,"Yugoslav, n.i.e. - Single responses",Number,v_CA1996_481,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Yugoslav, n.i.e. - Single responses"
629,v_CA1996_625,Total,Black - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Black - Single responses
630,v_CA1996_628,Total,Welsh - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Welsh - Single responses
631,v_CA1996_631,Total,Pakistani - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Pakistani - Single responses
632,v_CA1996_634,Total,"South Asian, n.i.e. - Single responses",Number,v_CA1996_481,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; South Asian, n.i.e. - Single responses"
633,v_CA1996_637,Total,Armenian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Armenian - Single responses
634,v_CA1996_640,Total,Czech - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Czech - Single responses
635,v_CA1996_643,Total,Egyptian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Egyptian - Single responses
636,v_CA1996_646,Total,Chilean - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Chilean - Single responses
637,v_CA1996_649,Total,Swiss - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Swiss - Single responses
638,v_CA1996_652,Total,Trinidadian/Tobagonian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Trinidadian/Tobagonian - Single responses
639,v_CA1996_655,Total,Guyanese - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Guyanese - Single responses
640,v_CA1996_658,Total,American - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; American - Single responses
641,v_CA1996_661,Total,"Latin/Central/South American, n.i.e. - Single responses",Number,v_CA1996_481,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Latin/Central/South American, n.i.e. - Single responses"
642,v_CA1996_664,Total,Slovak - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Slovak - Single responses
643,v_CA1996_667,Total,Salvadorean - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Salvadorean - Single responses
644,v_CA1996_670,Total,Macedonian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Macedonian - Single responses
645,v_CA1996_673,Total,Acadian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Acadian - Single responses
646,v_CA1996_676,Total,Tamil - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Tamil - Single responses
647,v_CA1996_679,Total,Cambodian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Cambodian - Single responses
648,v_CA1996_682,Total,Slovenian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Slovenian - Single responses
649,v_CA1996_685,Total,Maltese - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Maltese - Single responses
650,v_CA1996_688,Total,Laotian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Laotian - Single responses
651,v_CA1996_691,Total,Ethiopian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Ethiopian - Single responses
652,v_CA1996_694,Total,Ghanaian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Ghanaian - Single responses
653,v_CA1996_697,Total,Lithuanian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Lithuanian - Single responses
654,v_CA1996_700,Total,Afghan - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Afghan - Single responses
655,v_CA1996_703,Total,Icelandic - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Icelandic - Single responses
656,v_CA1996_706,Total,Estonian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Estonian - Single responses
657,v_CA1996_709,Total,Turk - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Turk - Single responses
658,v_CA1996_712,Total,Latvian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Latvian - Single responses
659,v_CA1996_715,Total,Barbadian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Barbadian - Single responses
660,v_CA1996_718,Total,Syrian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Syrian - Single responses
661,v_CA1996_721,Total,Czechoslovakian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Czechoslovakian - Single responses
662,v_CA1996_724,Total,Mexican - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Mexican - Single responses
663,v_CA1996_727,Total,Peruvian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Peruvian - Single responses
664,v_CA1996_730,Total,Moroccan - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Moroccan - Single responses
665,v_CA1996_733,Total,Iraqi - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Iraqi - Single responses
666,v_CA1996_736,Total,Bosnian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Bosnian - Single responses
667,v_CA1996_739,Total,Palestinian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Palestinian - Single responses
668,v_CA1996_742,Total,"Scandinavian, n.i.e. - Single responses",Number,v_CA1996_481,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Scandinavian, n.i.e. - Single responses"
669,v_CA1996_745,Total,"Caribbean, n.i.e. - Single responses",Number,v_CA1996_481,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Caribbean, n.i.e. - Single responses"
670,v_CA1996_748,Total,"European, n.i.e. - Single responses",Number,v_CA1996_481,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; European, n.i.e. - Single responses"
671,v_CA1996_751,Total,Bulgarian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Bulgarian - Single responses
672,v_CA1996_754,Total,Guatemalan - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Guatemalan - Single responses
673,v_CA1996_757,Total,Bangladeshi - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Bangladeshi - Single responses
674,v_CA1996_760,Total,Taiwanese - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Taiwanese - Single responses
675,v_CA1996_763,Total,Colombian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Colombian - Single responses
676,v_CA1996_766,Total,Eritrean - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Eritrean - Single responses
677,v_CA1996_769,Total,Fijian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Fijian - Single responses
678,v_CA1996_772,Total,Ecuadorian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Ecuadorian - Single responses
679,v_CA1996_775,Total,Algerian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Algerian - Single responses
680,v_CA1996_778,Total,Nigerian - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Nigerian - Single responses
681,v_CA1996_781,Total,Hispanic - Single responses,Number,v_CA1996_481,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Single responses; Hispanic - Single responses
682,v_CA1996_482,Total,Total population - Multiple responses,Number,NA,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses
683,v_CA1996_485,Total,Canadian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Canadian - Multiple responses
684,v_CA1996_488,Total,French - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; French - Multiple responses
685,v_CA1996_491,Total,English - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; English - Multiple responses
686,v_CA1996_494,Total,Chinese - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Chinese - Multiple responses
687,v_CA1996_497,Total,Italian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Italian - Multiple responses
688,v_CA1996_500,Total,German - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; German - Multiple responses
689,v_CA1996_503,Total,Scottish - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Scottish - Multiple responses
690,v_CA1996_506,Total,Irish - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Irish - Multiple responses
691,v_CA1996_509,Total,East Indian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; East Indian - Multiple responses
692,v_CA1996_512,Total,North American Indian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; North American Indian - Multiple responses
693,v_CA1996_515,Total,Ukrainian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Ukrainian - Multiple responses
694,v_CA1996_518,Total,Dutch (Netherlands) - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Dutch (Netherlands) - Multiple responses
695,v_CA1996_521,Total,Polish - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Polish - Multiple responses
696,v_CA1996_524,Total,Portuguese - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Portuguese - Multiple responses
697,v_CA1996_527,Total,Filipino - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Filipino - Multiple responses
698,v_CA1996_530,Total,Jewish - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Jewish - Multiple responses
699,v_CA1996_533,Total,Greek - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Greek - Multiple responses
700,v_CA1996_536,Total,Jamaican - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Jamaican - Multiple responses
701,v_CA1996_539,Total,Vietnamese - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Vietnamese - Multiple responses
702,v_CA1996_542,Total,Hungarian (Magyar) - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Hungarian (Magyar) - Multiple responses
703,v_CA1996_545,Total,Lebanese - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Lebanese - Multiple responses
704,v_CA1996_548,Total,Spanish - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Spanish - Multiple responses
705,v_CA1996_551,Total,Haitian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Haitian - Multiple responses
706,v_CA1996_554,Total,Korean - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Korean - Multiple responses
707,v_CA1996_557,Total,Québécois - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Québécois - Multiple responses
708,v_CA1996_560,Total,Croatian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Croatian - Multiple responses
709,v_CA1996_563,Total,Iranian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Iranian - Multiple responses
710,v_CA1996_566,Total,Japanese - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Japanese - Multiple responses
711,v_CA1996_569,Total,Métis - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Métis - Multiple responses
712,v_CA1996_572,Total,Norwegian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Norwegian - Multiple responses
713,v_CA1996_575,Total,Russian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Russian - Multiple responses
714,v_CA1996_578,Total,"British, n.i.e. - Multiple responses",Number,v_CA1996_482,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; British, n.i.e. - Multiple responses"
715,v_CA1996_581,Total,Romanian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Romanian - Multiple responses
716,v_CA1996_584,Total,Danish - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Danish - Multiple responses
717,v_CA1996_587,Total,Finnish - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Finnish - Multiple responses
718,v_CA1996_590,Total,Inuit - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Inuit - Multiple responses
719,v_CA1996_593,Total,"Arab, n.i.e. - Multiple responses",Number,v_CA1996_482,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Arab, n.i.e. - Multiple responses"
720,v_CA1996_596,Total,Sri Lankan - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Sri Lankan - Multiple responses
721,v_CA1996_599,Total,Belgian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Belgian - Multiple responses
722,v_CA1996_602,Total,West Indian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; West Indian - Multiple responses
723,v_CA1996_605,Total,Swedish - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Swedish - Multiple responses
724,v_CA1996_608,Total,Punjabi - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Punjabi - Multiple responses
725,v_CA1996_611,Total,"African (Black), n.i.e. - Multiple responses",Number,v_CA1996_482,Additive,"Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; African (Black), n.i.e. - Multiple responses"
726,v_CA1996_614,Total,Serbian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Serbian - Multiple responses
727,v_CA1996_617,Total,Somali - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Somali - Multiple responses
728,v_CA1996_620,Total,Austrian - Multiple responses,Number,v_CA1996_482,Additive,Canada Census 1996; 20% sample data; Origin/Minority; Total population - Multiple responses; Austrian - Multiple responses
