"","vector","type","label","units","parent_vector","aggregation","details"
"738","v_CA11F_738","Male","Italian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Italian"
"739","v_CA11F_739","Female","Italian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Italian"
"740","v_CA11F_740","Total","Japanese","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Japanese"
"741","v_CA11F_741","Male","Japanese","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Japanese"
"742","v_CA11F_742","Female","Japanese","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Japanese"
"743","v_CA11F_743","Total","Khmer (Cambodian)","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Khmer (Cambodian)"
"744","v_CA11F_744","Male","Khmer (Cambodian)","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Khmer (Cambodian)"
"745","v_CA11F_745","Female","Khmer (Cambodian)","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Khmer (Cambodian)"
"746","v_CA11F_746","Total","Korean","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Korean"
"747","v_CA11F_747","Male","Korean","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Korean"
"748","v_CA11F_748","Female","Korean","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Korean"
"749","v_CA11F_749","Total","Kurdish","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Kurdish"
"750","v_CA11F_750","Male","Kurdish","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Kurdish"
"751","v_CA11F_751","Female","Kurdish","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Kurdish"
"752","v_CA11F_752","Total","Lao","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Lao"
"753","v_CA11F_753","Male","Lao","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Lao"
"754","v_CA11F_754","Female","Lao","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Lao"
"755","v_CA11F_755","Total","Latvian","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Latvian"
"756","v_CA11F_756","Male","Latvian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Latvian"
"757","v_CA11F_757","Female","Latvian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Latvian"
"758","v_CA11F_758","Total","Lingala","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Lingala"
"759","v_CA11F_759","Male","Lingala","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Lingala"
"760","v_CA11F_760","Female","Lingala","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Lingala"
"761","v_CA11F_761","Total","Lithuanian","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Lithuanian"
"762","v_CA11F_762","Male","Lithuanian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Lithuanian"
"763","v_CA11F_763","Female","Lithuanian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Lithuanian"
"764","v_CA11F_764","Total","Macedonian","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Macedonian"
"765","v_CA11F_765","Male","Macedonian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Macedonian"
"766","v_CA11F_766","Female","Macedonian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Macedonian"
"767","v_CA11F_767","Total","Malay","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Malay"
"768","v_CA11F_768","Male","Malay","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Malay"
"769","v_CA11F_769","Female","Malay","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Malay"
"770","v_CA11F_770","Total","Malayalam","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Malayalam"
"771","v_CA11F_771","Male","Malayalam","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Malayalam"
"772","v_CA11F_772","Female","Malayalam","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Malayalam"
"773","v_CA11F_773","Total","Maltese","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Maltese"
"774","v_CA11F_774","Male","Maltese","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Maltese"
"775","v_CA11F_775","Female","Maltese","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Maltese"
"776","v_CA11F_776","Total","Mandarin","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Mandarin"
"777","v_CA11F_777","Male","Mandarin","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Mandarin"
"778","v_CA11F_778","Female","Mandarin","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Mandarin"
"779","v_CA11F_779","Total","Marathi","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Marathi"
"780","v_CA11F_780","Male","Marathi","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Marathi"
"781","v_CA11F_781","Female","Marathi","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Marathi"
"782","v_CA11F_782","Total","Nepali","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Nepali"
"783","v_CA11F_783","Male","Nepali","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Nepali"
"784","v_CA11F_784","Female","Nepali","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Nepali"
"785","v_CA11F_785","Total","Niger-Congo languages, n.i.e.","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Niger-Congo languages, n.i.e."
"786","v_CA11F_786","Male","Niger-Congo languages, n.i.e.","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Niger-Congo languages, n.i.e."
"787","v_CA11F_787","Female","Niger-Congo languages, n.i.e.","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Niger-Congo languages, n.i.e."
"788","v_CA11F_788","Total","Norwegian","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Norwegian"
"789","v_CA11F_789","Male","Norwegian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Norwegian"
"790","v_CA11F_790","Female","Norwegian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Norwegian"
"791","v_CA11F_791","Total","Oromo","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Oromo"
"792","v_CA11F_792","Male","Oromo","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Oromo"
"793","v_CA11F_793","Female","Oromo","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Oromo"
"794","v_CA11F_794","Total","Panjabi (Punjabi)","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Panjabi (Punjabi)"
"795","v_CA11F_795","Male","Panjabi (Punjabi)","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Panjabi (Punjabi)"
"796","v_CA11F_796","Female","Panjabi (Punjabi)","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Panjabi (Punjabi)"
"797","v_CA11F_797","Total","Pashto","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Pashto"
"798","v_CA11F_798","Male","Pashto","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Pashto"
"799","v_CA11F_799","Female","Pashto","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Pashto"
"800","v_CA11F_800","Total","Persian (Farsi)","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Persian (Farsi)"
"801","v_CA11F_801","Male","Persian (Farsi)","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Persian (Farsi)"
"802","v_CA11F_802","Female","Persian (Farsi)","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Persian (Farsi)"
"803","v_CA11F_803","Total","Polish","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Polish"
"804","v_CA11F_804","Male","Polish","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Polish"
"805","v_CA11F_805","Female","Polish","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Polish"
"806","v_CA11F_806","Total","Portuguese","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Portuguese"
"807","v_CA11F_807","Male","Portuguese","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Portuguese"
"808","v_CA11F_808","Female","Portuguese","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Portuguese"
"809","v_CA11F_809","Total","Romanian","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Romanian"
"810","v_CA11F_810","Male","Romanian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Romanian"
"811","v_CA11F_811","Female","Romanian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Romanian"
"812","v_CA11F_812","Total","Rundi (Kirundi)","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Rundi (Kirundi)"
"813","v_CA11F_813","Male","Rundi (Kirundi)","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Rundi (Kirundi)"
"814","v_CA11F_814","Female","Rundi (Kirundi)","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Rundi (Kirundi)"
"815","v_CA11F_815","Total","Russian","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Russian"
"816","v_CA11F_816","Male","Russian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Russian"
"817","v_CA11F_817","Female","Russian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Russian"
"818","v_CA11F_818","Total","Rwanda (Kinyarwanda)","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Rwanda (Kinyarwanda)"
"819","v_CA11F_819","Male","Rwanda (Kinyarwanda)","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Rwanda (Kinyarwanda)"
"820","v_CA11F_820","Female","Rwanda (Kinyarwanda)","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Rwanda (Kinyarwanda)"
"821","v_CA11F_821","Total","Semitic languages, n.i.e.","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Semitic languages, n.i.e."
"822","v_CA11F_822","Male","Semitic languages, n.i.e.","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Semitic languages, n.i.e."
"823","v_CA11F_823","Female","Semitic languages, n.i.e.","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Semitic languages, n.i.e."
"824","v_CA11F_824","Total","Serbian","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Serbian"
"825","v_CA11F_825","Male","Serbian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Serbian"
"826","v_CA11F_826","Female","Serbian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Serbian"
"827","v_CA11F_827","Total","Serbo-Croatian","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Serbo-Croatian"
"828","v_CA11F_828","Male","Serbo-Croatian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Serbo-Croatian"
"829","v_CA11F_829","Female","Serbo-Croatian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Serbo-Croatian"
"830","v_CA11F_830","Total","Shanghainese","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Shanghainese"
"831","v_CA11F_831","Male","Shanghainese","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Shanghainese"
"832","v_CA11F_832","Female","Shanghainese","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Shanghainese"
"833","v_CA11F_833","Total","Sign languages, n.i.e.","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sign languages, n.i.e."
"834","v_CA11F_834","Male","Sign languages, n.i.e.","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sign languages, n.i.e."
"835","v_CA11F_835","Female","Sign languages, n.i.e.","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sign languages, n.i.e."
"836","v_CA11F_836","Total","Sindhi","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sindhi"
"837","v_CA11F_837","Male","Sindhi","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sindhi"
"838","v_CA11F_838","Female","Sindhi","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sindhi"
"839","v_CA11F_839","Total","Sinhala (Sinhalese)","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sinhala (Sinhalese)"
"840","v_CA11F_840","Male","Sinhala (Sinhalese)","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sinhala (Sinhalese)"
"841","v_CA11F_841","Female","Sinhala (Sinhalese)","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sinhala (Sinhalese)"
"842","v_CA11F_842","Total","Sino-Tibetan languages, n.i.e.","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sino-Tibetan languages, n.i.e."
"843","v_CA11F_843","Male","Sino-Tibetan languages, n.i.e.","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sino-Tibetan languages, n.i.e."
"844","v_CA11F_844","Female","Sino-Tibetan languages, n.i.e.","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Sino-Tibetan languages, n.i.e."
"845","v_CA11F_845","Total","Slavic languages, n.i.e.","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Slavic languages, n.i.e."
"846","v_CA11F_846","Male","Slavic languages, n.i.e.","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Slavic languages, n.i.e."
"847","v_CA11F_847","Female","Slavic languages, n.i.e.","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Slavic languages, n.i.e."
"848","v_CA11F_848","Total","Slovak","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Slovak"
"849","v_CA11F_849","Male","Slovak","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Slovak"
"850","v_CA11F_850","Female","Slovak","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Slovak"
"851","v_CA11F_851","Total","Slovenian","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Slovenian"
"852","v_CA11F_852","Male","Slovenian","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Slovenian"
"853","v_CA11F_853","Female","Slovenian","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Slovenian"
"854","v_CA11F_854","Total","Somali","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Somali"
"855","v_CA11F_855","Male","Somali","Number","v_CA11F_633","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Somali"
"856","v_CA11F_856","Female","Somali","Number","v_CA11F_634","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Somali"
"857","v_CA11F_857","Total","Spanish","Number","v_CA11F_632","Additive","CA 2011 Census; Language; Language at Home; Detailed language spoken most often at home - Total population excluding institutional residents; Single responses; Non-official languages; Selected non-Aboriginal languages; Spanish"
