"","vector","type","label","units","parent_vector","aggregation","details"
"476","v_CA06_496","Total","Central Africa","Number","v_CA06_492","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Africa; Central Africa"
"477","v_CA06_497","Total","Southern Africa","Number","v_CA06_492","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Africa; Southern Africa"
"478","v_CA06_498","Total","Asia and the Middle East","Number","v_CA06_478","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East"
"479","v_CA06_499","Total","West Central Asia and the Middle East","Number","v_CA06_498","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; West Central Asia and the Middle East"
"480","v_CA06_500","Total","Eastern Asia","Number","v_CA06_498","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Eastern Asia"
"481","v_CA06_501","Total","China, People's Republic of","Number","v_CA06_500","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Eastern Asia; China, People's Republic of"
"482","v_CA06_502","Total","Hong Kong, Special Administrative Region","Number","v_CA06_500","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Eastern Asia; Hong Kong, Special Administrative Region"
"483","v_CA06_503","Total","Other Eastern Asia","Number","v_CA06_500","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Eastern Asia; Other Eastern Asia"
"484","v_CA06_504","Total","Southeast Asia","Number","v_CA06_498","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Southeast Asia"
"485","v_CA06_505","Total","Philippines","Number","v_CA06_504","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Southeast Asia; Philippines"
"486","v_CA06_506","Total","Other Southeast Asia","Number","v_CA06_504","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Southeast Asia; Other Southeast Asia"
"487","v_CA06_507","Total","Southern Asia","Number","v_CA06_498","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Southern Asia"
"488","v_CA06_508","Total","India","Number","v_CA06_507","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Southern Asia; India"
"489","v_CA06_509","Total","Other Southern Asia","Number","v_CA06_507","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Asia and the Middle East; Southern Asia; Other Southern Asia"
"490","v_CA06_510","Total","Oceania and other","Number","v_CA06_478","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Immigrants; Oceania and other"
"491","v_CA06_511","Total","Non-permanent residents","Number","v_CA06_474","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Non-permanent residents"
"492","v_CA06_512","Total","Total recent immigrants by selected places of birth","Number",NA,"Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth"
"493","v_CA06_513","Total","United States of America","Number","v_CA06_512","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; United States of America"
"494","v_CA06_514","Total","Central America","Number","v_CA06_512","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Central America"
"495","v_CA06_515","Total","Caribbean and Bermuda","Number","v_CA06_512","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Caribbean and Bermuda"
"496","v_CA06_516","Total","South America","Number","v_CA06_512","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; South America"
"497","v_CA06_517","Total","Europe","Number","v_CA06_512","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Europe"
"498","v_CA06_518","Total","Western Europe","Number","v_CA06_517","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Europe; Western Europe"
"499","v_CA06_519","Total","Eastern Europe","Number","v_CA06_517","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Europe; Eastern Europe"
"500","v_CA06_520","Total","Southern Europe","Number","v_CA06_517","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Europe; Southern Europe"
"501","v_CA06_521","Total","Italy","Number","v_CA06_520","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Europe; Southern Europe; Italy"
"502","v_CA06_522","Total","Other Southern Europe","Number","v_CA06_520","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Europe; Southern Europe; Other Southern Europe"
"503","v_CA06_523","Total","Northern Europe","Number","v_CA06_517","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Europe; Northern Europe"
"504","v_CA06_524","Total","United Kingdom","Number","v_CA06_523","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Europe; Northern Europe; United Kingdom"
"505","v_CA06_525","Total","Other Northern Europe","Number","v_CA06_523","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Europe; Northern Europe; Other Northern Europe"
"506","v_CA06_526","Total","Africa","Number","v_CA06_512","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Africa"
"507","v_CA06_527","Total","Western Africa","Number","v_CA06_526","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Africa; Western Africa"
"508","v_CA06_528","Total","Eastern Africa","Number","v_CA06_526","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Africa; Eastern Africa"
"509","v_CA06_529","Total","Northern Africa","Number","v_CA06_526","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Africa; Northern Africa"
"510","v_CA06_530","Total","Central Africa","Number","v_CA06_526","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Africa; Central Africa"
"511","v_CA06_531","Total","Southern Africa","Number","v_CA06_526","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Africa; Southern Africa"
"512","v_CA06_532","Total","Asia and the Middle East","Number","v_CA06_512","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East"
"513","v_CA06_533","Total","West Central Asia and the Middle East","Number","v_CA06_532","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; West Central Asia and the Middle East"
"514","v_CA06_534","Total","Eastern Asia","Number","v_CA06_532","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Eastern Asia"
"515","v_CA06_535","Total","China, People's Republic of","Number","v_CA06_534","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Eastern Asia; China, People's Republic of"
"516","v_CA06_536","Total","Hong Kong, Special Administrative Region","Number","v_CA06_534","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Eastern Asia; Hong Kong, Special Administrative Region"
"517","v_CA06_537","Total","Other Eastern Asia","Number","v_CA06_534","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Eastern Asia; Other Eastern Asia"
"518","v_CA06_538","Total","Southeast Asia","Number","v_CA06_532","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Southeast Asia"
"519","v_CA06_539","Total","Philippines","Number","v_CA06_538","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Southeast Asia; Philippines"
"520","v_CA06_540","Total","Other Southeast Asia","Number","v_CA06_538","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Southeast Asia; Other Southeast Asia"
"521","v_CA06_541","Total","Southern Asia","Number","v_CA06_532","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Southern Asia"
"522","v_CA06_542","Total","India","Number","v_CA06_541","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Southern Asia; India"
"523","v_CA06_543","Total","Other Southern Asia","Number","v_CA06_541","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Asia and the Middle East; Southern Asia; Other Southern Asia"
"524","v_CA06_544","Total","Oceania and other","Number","v_CA06_512","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Oceania and other"
"525","v_CA06_545","Total","Total immigrant population by period of immigration","Number",NA,"Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by period of immigration"
"526","v_CA06_546","Total","Before 1961","Number","v_CA06_545","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by period of immigration; Before 1961"
"527","v_CA06_547","Total","1961 to 1970","Number","v_CA06_545","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by period of immigration; 1961 to 1970"
"528","v_CA06_548","Total","1971 to 1980","Number","v_CA06_545","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by period of immigration; 1971 to 1980"
"529","v_CA06_549","Total","1981 to 1990","Number","v_CA06_545","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by period of immigration; 1981 to 1990"
"530","v_CA06_550","Total","1991 to 2000","Number","v_CA06_545","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by period of immigration; 1991 to 2000"
"531","v_CA06_551","Total","1991 to 1995","Number","v_CA06_550","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by period of immigration; 1991 to 2000; 1991 to 1995"
"532","v_CA06_552","Total","1996 to 2000","Number","v_CA06_550","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by period of immigration; 1991 to 2000; 1996 to 2000"
"533","v_CA06_553","Total","2001 to 2006","Number","v_CA06_545","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by period of immigration; 2001 to 2006"
"534","v_CA06_554","Total","Total immigrant population by age at immigration","Number",NA,"Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by age at immigration"
"535","v_CA06_555","Total","Under 5 years","Number","v_CA06_554","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by age at immigration; Under 5 years"
"536","v_CA06_556","Total","5 to 14 years","Number","v_CA06_554","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by age at immigration; 5 to 14 years"
"537","v_CA06_557","Total","15 to 24 years","Number","v_CA06_554","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by age at immigration; 15 to 24 years"
"538","v_CA06_558","Total","25 to 44 years","Number","v_CA06_554","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by age at immigration; 25 to 44 years"
"539","v_CA06_559","Total","45 years and over","Number","v_CA06_554","Additive","Census 2006; 20% data; Citizenship and Immigration; Total immigrant population by age at immigration; 45 years and over"
"540","v_CA06_560","Total","Total population 15 years and older by generation status","Number",NA,"Additive","Census 2006; 20% data; Citizenship and Immigration; Total population 15 years and older by generation status"
"541","v_CA06_561","Total","1st generation","Number","v_CA06_560","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population 15 years and older by generation status; 1st generation"
"542","v_CA06_562","Total","2nd generation","Number","v_CA06_560","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population 15 years and older by generation status; 2nd generation"
"543","v_CA06_563","Total","3rd generation or more","Number","v_CA06_560","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population 15 years and older by generation status; 3rd generation or more"
"544","v_CA06_2064","Total","Total population by immigrant status and place of birth","Number",NA,"Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth"
"545","v_CA06_2065","Total","Non-immigrant population","Number","v_CA06_2064","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Non-immigrant population"
"546","v_CA06_2066","Total","Born in province of residence","Number","v_CA06_2065","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Non-immigrant population; Born in province of residence"
"547","v_CA06_2067","Total","Born outside province of residence","Number","v_CA06_2065","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Non-immigrant population; Born outside province of residence"
"548","v_CA06_2068","Total","Total immigrants by selected places of birth","Number","v_CA06_2064","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth"
"549","v_CA06_2069","Total","United Kingdom","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; United Kingdom"
"550","v_CA06_2070","Total","China, People's Republic of","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; China, People's Republic of"
"551","v_CA06_2071","Total","India","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; India"
"552","v_CA06_2072","Total","Philippines","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Philippines"
"553","v_CA06_2073","Total","Italy","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Italy"
"554","v_CA06_2074","Total","United States of America","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; United States of America"
"555","v_CA06_2075","Total","Hong Kong, Special Administrative Region","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Hong Kong, Special Administrative Region"
"556","v_CA06_2076","Total","Germany","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Germany"
"557","v_CA06_2077","Total","Poland","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Poland"
"558","v_CA06_2078","Total","Viet Nam","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Viet Nam"
"559","v_CA06_2079","Total","Portugal","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Portugal"
"560","v_CA06_2080","Total","Pakistan","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Pakistan"
"561","v_CA06_2081","Total","Jamaica","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Jamaica"
"562","v_CA06_2082","Total","Netherlands","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Netherlands"
"563","v_CA06_2083","Total","Sri Lanka","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Sri Lanka"
"564","v_CA06_2084","Total","Korea, South","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Korea, South"
"565","v_CA06_2085","Total","Iran","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Iran"
"566","v_CA06_2086","Total","Guyana","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Guyana"
"567","v_CA06_2087","Total","Romania","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Romania"
"568","v_CA06_2088","Total","France","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; France"
"569","v_CA06_2089","Total","Lebanon","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Lebanon"
"570","v_CA06_2090","Total","Greece","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Greece"
"571","v_CA06_2091","Total","Trinidad and Tobago","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Trinidad and Tobago"
"572","v_CA06_2092","Total","Taiwan","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Taiwan"
"573","v_CA06_2093","Total","Russian Federation","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Russian Federation"
"574","v_CA06_2094","Total","Haiti","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Haiti"
"575","v_CA06_2095","Total","Ukraine","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Ukraine"
"576","v_CA06_2096","Total","Mexico","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Mexico"
"577","v_CA06_2097","Total","Hungary","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Hungary"
"578","v_CA06_2098","Total","El Salvador","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; El Salvador"
"579","v_CA06_2099","Total","Egypt","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Egypt"
"580","v_CA06_2100","Total","Croatia","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Croatia"
"581","v_CA06_2101","Total","Colombia","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Colombia"
"582","v_CA06_2102","Total","Morocco","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Morocco"
"583","v_CA06_2103","Total","South Africa, Republic of","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; South Africa, Republic of"
"584","v_CA06_2104","Total","Yugoslavia, n.o.s.","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Yugoslavia, n.o.s."
"585","v_CA06_2105","Total","Afghanistan","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Afghanistan"
"586","v_CA06_2106","Total","Iraq","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Iraq"
"587","v_CA06_2107","Total","Bangladesh","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Bangladesh"
"588","v_CA06_2108","Total","Algeria","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Algeria"
"589","v_CA06_2109","Total","Bosnia and Herzegovina","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Bosnia and Herzegovina"
"590","v_CA06_2110","Total","Chile","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Chile"
"591","v_CA06_2111","Total","Serbia and Montenegro","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Serbia and Montenegro"
"592","v_CA06_2112","Total","Fiji","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Fiji"
"593","v_CA06_2113","Total","Kenya","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Kenya"
"594","v_CA06_2114","Total","Ireland (Eire)","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Ireland (Eire)"
"595","v_CA06_2115","Total","Peru","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Peru"
"596","v_CA06_2116","Total","Czech Republic","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Czech Republic"
"597","v_CA06_2117","Total","Malaysia","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Malaysia"
"598","v_CA06_2118","Total","Japan","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Japan"
"599","v_CA06_2119","Total","Israel","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Israel"
"600","v_CA06_2120","Total","Austria","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Austria"
"601","v_CA06_2121","Total","Belgium","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Belgium"
"602","v_CA06_2122","Total","Cambodia","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Cambodia"
"603","v_CA06_2123","Total","Switzerland","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Switzerland"
"604","v_CA06_2124","Total","Other country","Number","v_CA06_2068","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Total immigrants by selected places of birth; Other country"
"605","v_CA06_2125","Total","Non-permanent residents","Number","v_CA06_2064","Additive","Census 2006; 20% data; Citizenship and Immigration; Total population by immigrant status and place of birth; Non-permanent residents"
"606","v_CA06_2126","Total","Total recent immigrants by selected places of birth","Number",NA,"Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth"
"607","v_CA06_2127","Total","China, People's Republic of","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; China, People's Republic of"
"608","v_CA06_2128","Total","India","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; India"
"609","v_CA06_2129","Total","Philippines","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Philippines"
"610","v_CA06_2130","Total","Pakistan","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Pakistan"
"611","v_CA06_2131","Total","United States of America","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; United States of America"
"612","v_CA06_2132","Total","Korea, South","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Korea, South"
"613","v_CA06_2133","Total","Romania","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Romania"
"614","v_CA06_2134","Total","Iran","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Iran"
"615","v_CA06_2135","Total","United Kingdom","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; United Kingdom"
"616","v_CA06_2136","Total","Colombia","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Colombia"
"617","v_CA06_2137","Total","Sri Lanka","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Sri Lanka"
"618","v_CA06_2138","Total","Russian Federation","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Russian Federation"
"619","v_CA06_2139","Total","France","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; France"
"620","v_CA06_2140","Total","Mexico","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Mexico"
"621","v_CA06_2141","Total","Afghanistan","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Afghanistan"
"622","v_CA06_2142","Total","Algeria","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Algeria"
"623","v_CA06_2143","Total","Ukraine","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Ukraine"
"624","v_CA06_2144","Total","Morocco","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Morocco"
"625","v_CA06_2145","Total","Bangladesh","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Bangladesh"
"626","v_CA06_2146","Total","Lebanon","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Lebanon"
"627","v_CA06_2147","Total","Taiwan","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Taiwan"
"628","v_CA06_2148","Total","Haiti","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Haiti"
"629","v_CA06_2149","Total","Viet Nam","Number","v_CA06_2126","Additive","Census 2006; 20% data; Citizenship and Immigration; Total recent immigrants by selected places of birth; Viet Nam"
